frame,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
57,1.867,0.98,1,62.0,-0.5,571.7,0.35700000000000004,0.033,-0.035,0.13911700000000002,0.27432399999999996,-0.951521,-0.079056,0.30906100000000003,-0.947751,0.032,0.298,2.35,1.09,1.83,0.99,0.42,0.51,0.0,0.43,0.72,1.3,0.0,0.67,0.0,0.0,0.0,0.15,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
58,1.9,0.98,1,62.3,-2.0,572.7,0.355,0.036000000000000004,-0.032,0.116389,0.280623,-0.952735,-0.054711,0.32500100000000004,-0.9441299999999999,0.033,0.309,2.46,1.2,1.92,1.11,0.3,0.34,0.0,0.43,0.72,1.15,0.0,0.56,0.0,0.0,0.0,0.22,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
59,1.933,0.98,1,62.3,-3.3,569.4,0.332,0.040999999999999995,-0.022000000000000002,0.124071,0.257008,-0.958412,-0.081846,0.310998,-0.9468799999999999,0.022000000000000002,0.29,2.21,1.3,1.93,1.13,0.25,0.45,0.0,0.44,0.69,1.13,0.0,0.54,0.0,0.0,0.0,0.31,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
60,1.9669999999999999,0.98,1,62.3,-4.6,567.4,0.32,0.040999999999999995,-0.011000000000000001,0.10545399999999999,0.276398,-0.95524,-0.06707300000000001,0.306849,-0.949392,0.02,0.297,2.14,1.05,1.94,0.79,0.22,0.3,0.0,0.39,0.52,1.23,0.0,0.43,0.0,0.0,0.0,0.29,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
61,2.0,0.98,1,62.7,-5.9,565.6,0.319,0.043,0.0,0.095944,0.257883,-0.9614010000000001,-0.063868,0.309863,-0.948634,0.017,0.289,2.06,0.69,1.97,0.39,0.16,0.21,0.0,0.28,0.39,1.3,0.0,0.32,0.0,0.0,0.0,0.21,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
62,2.033,0.98,1,63.0,-7.3,562.5,0.311,0.040999999999999995,0.01,0.101162,0.253709,-0.961976,-0.064815,0.316809,-0.9462719999999999,0.019,0.29100000000000004,2.12,0.52,2.04,0.19,0.14,0.0,0.0,0.14,0.28,1.29,0.01,0.24,0.0,0.0,0.0,0.11,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
63,2.0669999999999997,0.98,1,63.8,-8.6,562.8,0.311,0.049,0.016,0.097711,0.259112,-0.960892,-0.04969,0.293958,-0.954526,0.025,0.281,2.12,0.6,2.05,0.27,0.11,0.0,0.0,0.21,0.39,1.19,0.01,0.35,0.08,0.0,0.0,0.18,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
64,2.1,0.98,1,64.8,-10.0,562.9,0.29600000000000004,0.055,0.019,0.10177699999999999,0.273217,-0.9565530000000001,-0.07116499999999999,0.275412,-0.9586889999999999,0.016,0.27899999999999997,2.17,0.78,1.96,0.37,0.08,0.0,0.0,0.3,0.43,1.12,0.06,0.54,0.11,0.0,0.0,0.31,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,2.133,0.98,1,66.0,-11.4,562.3,0.29100000000000004,0.059000000000000004,0.026000000000000002,0.091279,0.272337,-0.9578620000000001,-0.091146,0.300809,-0.949319,0.0,0.292,2.25,0.73,1.88,0.32,0.06,0.0,0.0,0.39,0.47,0.97,0.05,0.82,0.15,0.0,0.0,0.34,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,2.167,0.98,1,67.1,-12.9,561.1,0.281,0.063,0.032,0.084918,0.277672,-0.956916,-0.086274,0.27936,-0.956303,-0.001,0.28300000000000003,2.22,0.73,1.84,0.44,0.02,0.0,0.0,0.29,0.41,0.79,0.06,0.88,0.07,0.0,0.0,0.47,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,2.2,0.98,1,68.5,-14.3,561.3,0.281,0.066,0.04,0.095105,0.27666799999999997,-0.956248,-0.098618,0.278129,-0.955468,-0.002,0.282,2.15,0.52,1.82,0.52,0.01,0.0,0.0,0.22,0.39,0.62,0.04,0.92,0.11,0.0,0.0,0.56,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
68,2.233,0.98,1,69.4,-15.5,559.5,0.27699999999999997,0.066,0.048,0.080627,0.292512,-0.952857,-0.10266800000000001,0.283821,-0.953365,-0.012,0.294,2.1,0.48,1.7,0.69,0.03,0.0,0.0,0.23,0.38,0.59,0.04,0.93,0.3,0.0,0.0,0.73,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
69,2.267,0.98,1,69.7,-16.4,555.3,0.276,0.071,0.055999999999999994,0.091779,0.265837,-0.9596389999999999,-0.10364200000000001,0.291037,-0.951082,-0.006,0.284,2.09,0.47,1.58,0.66,0.08,0.0,0.0,0.15,0.39,0.75,0.03,1.01,0.47,0.0,0.06,0.56,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
70,2.3,0.98,1,70.3,-17.0,557.2,0.28300000000000003,0.07400000000000001,0.057,0.087065,0.29580100000000004,-0.951274,-0.089929,0.28926,-0.953017,-0.002,0.298,2.13,0.61,1.5,0.59,0.17,0.0,0.0,0.14,0.43,0.97,0.11,1.12,0.66,0.0,0.06,0.49,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
71,2.333,0.98,1,70.3,-17.5,558.7,0.282,0.07400000000000001,0.064,0.078055,0.299159,-0.9510049999999999,-0.101761,0.28835500000000003,-0.952101,-0.012,0.299,2.14,0.64,1.48,0.77,0.16,0.0,0.0,0.04,0.43,0.89,0.11,1.03,0.53,0.0,0.1,0.34,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
72,2.367,0.98,1,69.5,-18.2,557.7,0.28300000000000003,0.08,0.069,0.07791000000000001,0.300973,-0.9504450000000001,-0.118992,0.310211,-0.943192,-0.022000000000000002,0.312,1.98,0.48,1.3,0.8,0.12,0.0,0.0,0.04,0.4,0.64,0.19,1.04,0.36,0.0,0.03,0.44,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
73,2.4,0.98,1,68.0,-19.3,555.3,0.278,0.086,0.07400000000000001,0.087154,0.295968,-0.951213,-0.10368699999999999,0.32009899999999997,-0.941693,-0.009000000000000001,0.315,1.9,0.7,1.07,0.9,0.16,0.04,0.0,0.0,0.35,0.3,0.09,1.06,0.1,0.0,0.1,0.48,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
74,2.4330000000000003,0.98,1,66.4,-20.7,554.0,0.27,0.084,0.081,0.086872,0.307537,-0.9475620000000001,-0.110003,0.31546,-0.942541,-0.012,0.318,1.71,0.7,0.87,0.79,0.18,0.04,0.0,0.0,0.35,0.24,0.1,1.07,0.0,0.0,0.2,0.55,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,2.467,0.98,1,64.9,-22.4,552.9,0.253,0.08,0.08900000000000001,0.099891,0.309044,-0.945787,-0.113971,0.314013,-0.9425530000000001,-0.006999999999999999,0.319,1.74,0.9,0.73,0.84,0.27,0.04,0.0,0.0,0.42,0.19,0.02,1.04,0.0,0.0,0.3,0.64,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,2.5,0.98,1,63.4,-23.9,554.0,0.249,0.075,0.09,0.107904,0.298775,-0.948204,-0.12491300000000001,0.320235,-0.939067,-0.009000000000000001,0.317,1.73,0.77,0.69,0.79,0.25,0.0,0.0,0.0,0.44,0.18,0.09,0.95,0.0,0.0,0.38,0.84,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,2.533,0.98,1,61.5,-24.8,551.8,0.237,0.07400000000000001,0.087,0.10754000000000001,0.282699,-0.953161,-0.102924,0.325893,-0.939787,0.002,0.311,1.85,0.77,0.61,0.62,0.35,0.0,0.0,0.0,0.45,0.25,0.18,0.82,0.0,0.0,0.38,0.98,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,2.5669999999999997,0.98,1,59.6,-25.0,549.7,0.233,0.07400000000000001,0.079,0.099445,0.286401,-0.9529350000000001,-0.09448,0.316587,-0.943846,0.003,0.308,1.93,0.78,0.68,0.46,0.41,0.0,0.0,0.0,0.44,0.4,0.18,0.68,0.0,0.0,0.42,1.07,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
79,2.6,0.98,1,57.9,-24.8,549.4,0.226,0.073,0.068,0.100453,0.276346,-0.955794,-0.090528,0.31191399999999997,-0.945788,0.005,0.3,1.94,0.65,0.74,0.38,0.44,0.0,0.0,0.0,0.41,0.59,0.11,0.56,0.0,0.0,0.39,0.94,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
80,2.633,0.98,1,56.5,-24.6,548.8,0.225,0.075,0.057999999999999996,0.098892,0.274941,-0.956362,-0.09135800000000001,0.311904,-0.9457110000000001,0.004,0.299,1.88,0.59,0.67,0.37,0.42,0.0,0.0,0.0,0.35,0.97,0.22,0.93,0.0,0.0,0.54,0.78,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
81,2.667,0.98,1,55.5,-24.3,548.9,0.22399999999999998,0.077,0.049,0.097192,0.26674699999999996,-0.9588530000000001,-0.083784,0.308415,-0.9475549999999999,0.006999999999999999,0.293,1.79,0.49,0.58,0.36,0.45,0.0,0.0,0.0,0.4,1.04,0.22,1.03,0.0,0.0,0.51,0.73,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
82,2.7,0.98,1,54.5,-23.9,547.4,0.21,0.062,0.048,0.11688,0.25657199999999997,-0.959432,-0.07184700000000001,0.29590500000000003,-0.952512,0.024,0.281,1.73,0.41,0.53,0.28,0.5,0.0,0.0,0.07,0.44,1.05,0.26,1.25,0.0,0.0,0.56,0.71,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,2.733,0.98,1,53.8,-23.7,545.2,0.207,0.051,0.046,0.098242,0.27026500000000003,-0.9577610000000001,-0.060437,0.30198600000000003,-0.9513950000000001,0.02,0.29100000000000004,1.62,0.36,0.7,0.3,0.56,0.0,0.0,0.11,0.58,0.87,0.04,1.07,0.0,0.0,0.39,0.83,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,2.767,0.98,1,53.8,-23.6,547.9,0.20600000000000002,0.048,0.039,0.098807,0.264841,-0.959217,-0.07195599999999999,0.29381599999999997,-0.95315,0.013999999999999999,0.284,1.49,0.18,0.83,0.19,0.54,0.0,0.0,0.23,0.53,0.89,0.12,0.99,0.0,0.0,0.31,0.81,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,2.8,0.98,1,53.5,-23.8,548.2,0.204,0.051,0.033,0.123517,0.25200900000000004,-0.95981,-0.049123,0.296786,-0.95368,0.039,0.27899999999999997,1.3,0.07,0.96,0.14,0.52,0.0,0.0,0.34,0.52,0.94,0.16,0.9,0.0,0.0,0.2,0.72,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,2.833,0.98,1,53.2,-23.9,548.9,0.20199999999999999,0.052000000000000005,0.026000000000000002,0.116922,0.251276,-0.960828,-0.056739,0.278719,-0.9586950000000001,0.031,0.26899999999999996,1.25,0.0,1.1,0.0,0.56,0.0,0.0,0.38,0.47,1.11,0.26,0.84,0.0,0.0,0.21,0.56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,2.867,0.98,1,52.9,-24.2,549.8,0.201,0.053,0.021,0.108278,0.248183,-0.962643,-0.06871000000000001,0.275803,-0.9587549999999999,0.021,0.266,1.26,0.0,1.24,0.0,0.59,0.0,0.0,0.36,0.53,1.31,0.26,0.85,0.0,0.0,0.27,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88,2.9,0.98,1,52.5,-24.4,549.3,0.19899999999999998,0.055999999999999994,0.017,0.09446,0.246063,-0.9646399999999999,-0.065372,0.275925,-0.9589540000000001,0.015,0.265,1.32,0.0,1.24,0.0,0.64,0.0,0.0,0.25,0.56,1.45,0.17,0.86,0.0,0.0,0.27,0.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,2.9330000000000003,0.98,1,52.2,-24.5,548.1,0.201,0.055,0.013000000000000001,0.10986800000000001,0.246029,-0.963015,-0.060027,0.281069,-0.957808,0.026000000000000002,0.268,1.26,0.0,1.23,0.0,0.58,0.0,0.0,0.22,0.55,1.46,0.08,0.87,0.0,0.0,0.23,0.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,2.967,0.98,1,52.1,-24.5,548.2,0.2,0.053,0.008,0.118474,0.239702,-0.963591,-0.05235599999999999,0.273944,-0.9603200000000001,0.034,0.261,1.14,0.0,1.23,0.0,0.58,0.0,0.0,0.23,0.52,1.43,0.0,0.88,0.0,0.0,0.18,0.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,3.0,0.98,1,51.9,-24.5,547.7,0.19899999999999998,0.052000000000000005,0.006999999999999999,0.110077,0.24885300000000002,-0.962266,-0.067195,0.295535,-0.952966,0.022000000000000002,0.27699999999999997,1.04,0.0,1.31,0.0,0.57,0.0,0.0,0.28,0.56,1.47,0.0,0.86,0.0,0.0,0.19,0.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,3.033,0.98,1,51.7,-24.5,548.3,0.201,0.053,0.006,0.099094,0.248207,-0.963625,-0.063565,0.275752,-0.959125,0.018000000000000002,0.266,0.96,0.0,1.26,0.0,0.62,0.0,0.0,0.31,0.56,1.41,0.0,0.92,0.0,0.0,0.14,0.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,3.0669999999999997,0.98,1,51.5,-24.7,549.0,0.205,0.054000000000000006,0.006,0.11773900000000001,0.249298,-0.9612430000000001,-0.059791,0.27414099999999997,-0.959829,0.03,0.266,0.92,0.0,1.24,0.0,0.61,0.0,0.0,0.28,0.6,1.43,0.0,0.95,0.0,0.0,0.28,0.68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,3.1,0.98,1,51.4,-25.1,549.4,0.207,0.057999999999999996,0.006,0.110982,0.24631,-0.962816,-0.056869,0.282679,-0.957527,0.027999999999999997,0.26899999999999996,0.91,0.0,1.16,0.0,0.66,0.0,0.0,0.25,0.52,1.43,0.03,0.99,0.0,0.0,0.35,0.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95,3.133,0.98,1,51.7,-25.5,549.4,0.21,0.054000000000000006,0.006999999999999999,0.10845199999999999,0.245625,-0.9632790000000001,-0.06454,0.279571,-0.9579540000000001,0.023,0.267,0.96,0.0,1.13,0.0,0.64,0.0,0.0,0.3,0.54,1.5,0.12,1.02,0.0,0.0,0.45,0.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
96,3.167,0.98,1,52.2,-25.8,549.7,0.20600000000000002,0.05,0.011000000000000001,0.10995799999999999,0.265844,-0.957724,-0.058321000000000005,0.295394,-0.953594,0.027000000000000003,0.28600000000000003,1.0,0.0,1.03,0.0,0.65,0.0,0.0,0.4,0.49,1.45,0.12,1.1,0.0,0.0,0.36,0.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
97,3.2,0.98,1,52.7,-25.9,550.0,0.205,0.051,0.013000000000000001,0.099733,0.243876,-0.964665,-0.106901,0.273451,-0.9559270000000001,-0.004,0.263,0.92,0.0,0.98,0.0,0.62,0.0,0.0,0.47,0.48,1.37,0.09,1.09,0.0,0.0,0.32,0.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
98,3.233,0.98,1,53.3,-26.0,550.8,0.204,0.047,0.016,0.101536,0.25255700000000003,-0.96224,-0.066461,0.27471,-0.9592280000000001,0.018000000000000002,0.268,0.83,0.0,0.93,0.06,0.62,0.0,0.0,0.42,0.45,1.18,0.03,1.0,0.0,0.0,0.31,0.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
99,3.267,0.98,1,53.7,-25.9,551.2,0.20600000000000002,0.044000000000000004,0.021,0.10731500000000001,0.25503200000000004,-0.960959,-0.06866799999999999,0.27660799999999997,-0.958526,0.02,0.27,0.85,0.0,0.97,0.06,0.64,0.0,0.0,0.4,0.45,1.19,0.03,0.98,0.0,0.0,0.29,0.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
100,3.3,0.98,1,53.6,-25.7,550.6,0.204,0.042,0.026000000000000002,0.09117,0.262726,-0.9605540000000001,-0.05960599999999999,0.27276300000000003,-0.960233,0.016,0.272,0.88,0.0,0.96,0.06,0.58,0.0,0.0,0.34,0.42,1.24,0.09,1.08,0.0,0.0,0.24,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
101,3.333,0.98,1,53.6,-25.5,551.0,0.20199999999999999,0.037000000000000005,0.033,0.0994,0.252704,-0.962424,-0.053316999999999996,0.274993,-0.959967,0.024,0.268,0.88,0.0,0.97,0.0,0.56,0.0,0.0,0.36,0.45,1.3,0.23,1.09,0.0,0.0,0.2,0.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
102,3.367,0.98,1,53.4,-25.5,552.4,0.198,0.034,0.038,0.108022,0.251002,-0.96194,-0.056758,0.276309,-0.959391,0.027000000000000003,0.268,0.8,0.0,1.0,0.0,0.51,0.0,0.0,0.3,0.49,1.25,0.34,1.05,0.0,0.0,0.29,0.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
103,3.4,0.98,1,53.4,-25.5,552.4,0.196,0.033,0.039,0.110302,0.249346,-0.9621120000000001,-0.056714999999999995,0.27458699999999997,-0.959888,0.027999999999999997,0.266,0.89,0.0,1.0,0.0,0.53,0.0,0.0,0.23,0.57,1.14,0.32,0.96,0.0,0.0,0.41,0.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
104,3.4330000000000003,0.98,1,52.4,-25.3,552.5,0.2,0.027000000000000003,0.037000000000000005,0.10496099999999998,0.25219,-0.9619690000000001,-0.05058,0.27391,-0.9604239999999999,0.027999999999999997,0.267,0.96,0.0,1.03,0.0,0.52,0.0,0.0,0.14,0.55,1.11,0.18,0.86,0.0,0.0,0.34,0.32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
105,3.467,0.98,1,51.8,-25.4,552.5,0.20199999999999999,0.024,0.034,0.106956,0.256185,-0.960692,-0.060912,0.273846,-0.959843,0.024,0.26899999999999996,0.93,0.0,1.01,0.0,0.54,0.0,0.0,0.06,0.54,1.14,0.07,0.82,0.0,0.0,0.3,0.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
106,3.5,0.98,1,51.1,-25.6,551.0,0.19899999999999998,0.025,0.028999999999999998,0.09362999999999999,0.26392600000000005,-0.959988,-0.060878999999999996,0.27405,-0.9597870000000001,0.017,0.273,0.85,0.0,1.05,0.0,0.53,0.0,0.0,0.09,0.5,1.09,0.03,0.82,0.0,0.0,0.24,0.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
107,3.533,0.98,1,50.5,-25.7,551.4,0.20199999999999999,0.023,0.024,0.118754,0.26026900000000003,-0.958206,-0.057740999999999994,0.280396,-0.9581459999999999,0.032,0.275,0.86,0.0,1.07,0.0,0.51,0.0,0.0,0.06,0.48,1.04,0.0,0.94,0.0,0.0,0.29,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
108,3.5669999999999997,0.98,1,49.7,-25.6,549.4,0.19899999999999998,0.022000000000000002,0.018000000000000002,0.127278,0.259413,-0.957343,-0.026476,0.279515,-0.9597760000000001,0.053,0.27399999999999997,0.9,0.0,1.01,0.0,0.48,0.0,0.0,0.14,0.43,0.88,0.11,0.93,0.0,0.0,0.31,0.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
109,3.6,0.98,1,49.5,-25.7,552.3,0.201,0.021,0.013999999999999999,0.135225,0.263704,-0.9550780000000001,-0.049013,0.284571,-0.9574010000000001,0.045,0.27899999999999997,0.98,0.0,0.95,0.0,0.47,0.0,0.0,0.13,0.4,0.92,0.13,0.97,0.0,0.0,0.32,0.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
110,3.633,0.98,1,48.9,-25.5,551.2,0.2,0.023,0.009000000000000001,0.128492,0.243319,-0.961398,-0.040657,0.28679699999999997,-0.9571280000000001,0.046,0.27,0.96,0.0,0.86,0.0,0.44,0.0,0.0,0.15,0.35,1.01,0.13,1.01,0.0,0.0,0.38,0.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
111,3.667,0.98,1,48.3,-25.3,549.6,0.198,0.026000000000000002,0.006999999999999999,0.12070399999999999,0.241106,-0.9629629999999999,-0.045497,0.281423,-0.9585049999999999,0.039,0.266,0.91,0.0,0.84,0.0,0.46,0.0,0.0,0.1,0.33,1.17,0.02,0.98,0.0,0.0,0.39,0.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
112,3.7,0.98,1,48.2,-25.2,549.9,0.201,0.026000000000000002,0.008,0.116874,0.23679299999999998,-0.964505,-0.051044,0.280846,-0.9583940000000001,0.034,0.263,0.77,0.0,0.87,0.0,0.45,0.0,0.0,0.04,0.32,1.19,0.0,0.97,0.0,0.0,0.39,0.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
113,3.733,0.98,1,48.1,-25.1,550.2,0.2,0.024,0.009000000000000001,0.098376,0.238931,-0.96604,-0.0536,0.284493,-0.9571780000000001,0.023,0.266,0.74,0.0,0.87,0.0,0.51,0.0,0.0,0.07,0.36,1.16,0.0,0.97,0.0,0.0,0.35,0.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
114,3.767,0.98,1,48.0,-24.9,549.9,0.2,0.027000000000000003,0.009000000000000001,0.124669,0.247272,-0.960893,-0.058877,0.281138,-0.95786,0.034,0.26899999999999996,0.81,0.0,0.89,0.0,0.5,0.0,0.0,0.08,0.36,1.17,0.0,1.13,0.0,0.0,0.34,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
